User-ID,ISBN,Book-Rating
388,0440224675,0
388,0440234743,0
408,044021145X,0
424,0375726403,0
424,0671021001,6
433,0842329129,5
446,0312195516,0
453,0312278586,6
486,0060976845,8
486,0156027321,0
487,0971880107,0
503,0060987103,0
505,0345313860,7
507,0060392452,0
507,0060934417,0
507,0060938455,0
507,0142001740,10
516,0061009059,0
558,0446364193,8
559,0060976845,0
569,0971880107,0
595,0140293248,9
595,0446672211,10
618,0142000205,0
626,0971880107,0
638,0316666343,10
638,0316769487,10
638,0316776963,10
638,0385504209,10
651,0316776963,0
709,0316666343,3
728,0440211727,0
735,0440224675,0
735,0440225701,0
741,044022165X,0
763,0671510053,10
763,0679781587,8
785,0743237188,5
791,0345443284,0
805,0060928336,7
805,0156027321,9
805,0312195516,0
805,0452282152,8
805,0671003755,8
819,0446364193,7
853,0380789035,0
876,0345370775,0
876,0440206154,0
882,0060502258,0
882,0312195516,0
882,0375707972,0
882,0385492081,0
882,0385504209,10
882,0440226430,0
882,0446605239,0
882,0446606812,0
882,0449212602,0
882,0553572997,10
882,067976402X,10
882,0679781587,10
885,0804106304,5
899,0971880107,2
900,0060928336,9
901,0971880107,0
915,0156027321,10
929,0440211727,0
936,0679781587,5
938,0385335482,9
970,0971880107,0
1007,0446606812,0
1008,0312195516,9
1021,0060930535,10
1025,0060928336,5
1025,0345361792,0
1025,0971880107,0
1031,0671027360,7
1032,0446310786,10
1054,1400034779,8
1075,0142001740,10
1075,0316666343,7
1075,0375726403,7
1075,0385504209,7
1075,1400034779,5
1083,080410753X,7
1111,0316666343,0
1113,0671021001,0
1129,1400034779,0
1131,0060934417,8
1131,0060976845,7
1131,0375700757,0
1131,0446672211,7
1131,0743418174,7
1140,0971880107,0
1161,0375725784,5
1167,0060987103,0
1167,0440224675,8
1211,0385504209,9
1235,0345378490,9
1249,0440226430,5
1254,0679781587,9
1261,0316776963,8
1261,0452282152,7
1264,0375707972,8
1343,0971880107,0
1376,0345417623,8
1377,0440224764,8
1389,0553572997,9
1412,0156027321,9
1424,0060930535,7
1424,0385720106,7
1424,0440222656,0
1424,0440236673,0
1424,0452282152,0
1424,0786868716,0
1424,0804106304,6
1433,0743418174,3
1435,0345370775,0
1435,0345378490,5
1435,0440211727,0
1435,044023722X,0
1435,0446672211,8
1435,080410753X,10
1435,0971880107,5
1436,044022165X,6
1436,0446610038,0
1486,0971880107,5
1489,0385492081,8
1504,0345370775,8
1513,0671510053,8
1530,044023722X,8
1535,067976402X,10
1548,0452282152,8
1585,0449212602,8
1608,044023722X,0
1608,0449212602,10
1608,0671510053,0
1619,0440225701,9
1650,0804106304,10
1652,0385504209,7
1652,0679781587,7
1674,0375725784,10
1718,0743418174,8
1725,0156027321,0
1733,059035342X,10
1733,0971880107,1
1768,0440226430,10
1773,0804106304,9
1790,044022165X,5
1797,0316769487,0
1803,0385504209,9
1805,0312195516,9
1812,0440224764,0
1830,0553572997,7
1848,0156027321,10
1848,0345342968,10
1848,0345353145,0
1848,0345417623,8
1848,0440211727,0
1848,0671027360,0
1848,0671510053,0
1848,0786868716,10
1863,0971880107,0
1898,0385484518,8
1903,0060392452,0
1903,0385492081,0
1903,044021145X,0
1903,0971880107,0
1928,0316666343,10
1933,0440226430,8
1949,0380731851,0
2012,0345353145,8
2012,0553279912,10
2019,0440211727,5
2019,0440214041,5
2033,0345337662,5
2033,0345351525,0
2033,0385265700,0
2033,043935806X,9
2033,0440213525,0
2033,0440220602,0
2033,0440221471,0
2033,044022165X,0
2087,0345417623,0
2089,0446605239,10
2099,0440224764,8
2108,0553572997,9
2110,059035342X,10
2110,0786868716,0
2115,044021145X,0
2127,0446605239,8
2179,0060392452,9
2179,0385504209,10
2183,0671021001,9
2197,0312291639,9
2204,0440211727,9
2268,0971880107,0
2276,0440221471,10
2276,0440236673,10
2276,0449212602,0
2288,0312305060,0
2308,0671021001,0
2313,0375706771,0
2313,0679781587,0
2326,0679781587,0
2333,0312195516,9
2337,0060928336,9
2337,0142001740,8
2357,0375725784,8
2358,0316666343,0
2358,0671021001,0
2358,0671027360,0
2375,0671003755,9
2386,0446672211,0
2388,0142001740,6
2399,0345337662,9
2411,0971880107,3
2503,1400034779,7
2529,0061009059,0
2559,0060928336,7
2569,0553572997,8
2589,0345443284,0
2591,0449212602,9
2608,0385720106,0
2630,0440221471,0
2630,0440224764,0
2638,0142000205,8
2719,0060502258,0
2744,0345342968,0
2746,0345339681,0
2766,0060392452,0
2766,0142001740,0
2766,0312305060,0
2766,0316284955,0
2766,0316666343,9
2766,0316776963,0
2766,0345378490,0
2766,0440214041,0
2766,0440236673,0
2766,0446310786,10
2766,0446606812,0
2766,0553279912,7
2766,0671510053,0
2766,067976402X,0
2766,0971880107,6
2770,0842329129,6
2790,0060928336,0
2790,0156027321,0
2790,0316666343,0
2793,0439064872,0
2793,059035342X,0
2804,059035342X,0
2830,0971880107,0
2854,0316666343,7
2855,0385484518,0
2855,0439064872,0
2891,0060392452,0
2891,0060928336,6
2891,0060930535,0
2891,0142001740,7
2891,0156027321,5
2891,0312305060,0
2891,0375726403,0
2891,0671003755,7
2891,067976402X,0
2891,0804106304,7
2907,044023722X,5
2933,0375726403,0
2977,0060392452,0
2977,0345370775,0
2977,0375725784,3
2977,0385722206,0
2977,044021145X,0
2977,0440234743,0
2977,0452282152,7
2977,0671021001,9
2977,0971880107,0
2995,0060928336,6
2996,0345361792,8
3005,0312278586,5
3026,0804106304,8
3032,0971880107,1
3079,0312278586,5
3079,0312305060,8
3093,0440211727,0
3099,0440211727,8
3099,0446610038,7
3100,0316601950,6
3113,0385265700,6
3145,044021145X,9
3145,0553279912,0
3148,0060987103,0
3167,0061009059,0
3167,0345337662,5
3167,0345370775,9
3167,044023722X,0
3168,0684872153,8
3186,0375700757,0
3186,068484477X,0
3206,0385484518,8
3261,0316666343,8
3282,0440213525,0
3329,0440234743,8
3344,0671027360,8
3344,1400034779,9
3346,0316666343,9
3346,0345342968,0
3346,0380789035,6
3350,0140293248,6
3350,0316096199,8
3350,0804106304,10
3362,0375725784,7
3363,0060502258,0
3363,0060928336,0
3363,0060976845,0
3363,0060987103,0
3363,0140293248,0
3363,0312278586,0
3363,0316096199,10
3363,0316284955,0
3363,0316666343,0
3363,0345337662,0
3363,0345417623,0
3363,0375706771,0
3363,0375726403,0
3363,0385335482,0
3363,0385504209,0
3363,0440206154,0
3363,0440224675,0
3363,0440234743,0
3363,0440236673,0
3363,0446606812,0
3363,0446672211,10
3363,0671003755,0
3363,0743418174,0
3363,0971880107,0
3371,0060928336,0
3371,0312278586,0
3371,0440214041,0
3371,0440226430,9
3371,067976402X,0
3373,0312291639,8
3373,0375727345,7
3373,0671027360,5
3418,059035342X,10
3454,0312278586,0
3460,0446605239,6
3507,0449212602,8
3534,0679781587,8
3538,0156027321,0
3542,0316769487,0
3542,0446310786,10
3542,044651652X,3
3556,0345339681,0
3556,0385504209,10
3556,044651652X,10
3556,0671027360,10
3556,0842329129,0
3556,0971880107,0
3569,0060502258,7
3575,0743237188,0
3580,0671003755,6
3593,0316666343,9
3601,0316284955,7
3640,0671027360,8
3643,0380731851,0
3643,0380789035,0
3659,0385335482,0
3668,0743418174,0
3669,0446672211,10
3709,0440236673,7
3739,067976402X,5
3761,0375727345,0
3814,0671510053,0
3817,0440206154,7
3821,0060930535,7
3821,0842329129,0
3827,0345337662,7
3827,0345351525,8
3869,0385335482,0
3869,0684872153,9
3879,0312195516,0
3894,0440226430,10
3935,0345313860,0
3977,0375700757,9
3991,044023722X,0
3999,0385504209,10
4017,0060928336,0
4017,014028009X,9
4017,0142001740,0
4017,0156027321,0
4017,0312291639,0
4017,0316096199,10
4017,0316284955,0
4017,0316666343,10
4017,0345443284,10
4017,0375707972,10
4017,0385265700,9
4017,0446310786,10
4017,0452282829,10
4017,059035342X,0
4017,0671510053,10
4017,067976402X,10
4017,0679781587,9
4017,068484477X,5
4017,0786868716,0
4017,0804106304,0
4059,006101351X,6
4066,0440236673,7
4077,0380789035,8
4090,0316601950,8
4092,0439064872,0
4092,059035342X,0
4092,0671027360,7
4092,0971880107,0
4098,0385504209,10
4098,0671027360,7
4131,0971880107,1
4144,006101351X,0
4144,067976402X,5
4149,0842329129,1
4157,0060392452,8
4157,0312195516,0
4157,0316601950,0
4157,0385484518,0
4157,0440206154,9
4169,0385504209,10
4179,0345353145,7
4183,0743418174,6
4185,0452282152,0
4193,0375727345,5
4196,0375700757,9
4225,0446310786,10
4225,0804106304,6
4228,014028009X,7
4228,0671510053,10
4234,0375706771,0
4243,0971880107,0
4285,0971880107,0
4334,0060392452,6
4334,0316666343,0
4334,0385504209,0
4365,0671003755,0
4370,0060930535,0
4370,0375707972,0
4376,0345378490,0
4385,0440221471,10
4385,0786868716,0
4386,0452282829,6
4419,0345339681,0
4514,0385504209,0
4514,0971880107,0
4516,0385722206,8
4556,0345417623,0
4570,0671003755,8
4571,0971880107,0
4571,1400034779,9
4577,0743237188,0
4579,0440214041,5
4622,0156027321,0
4622,0312305060,0
4669,0316601950,6
4732,067976402X,9
4781,0971880107,0
4784,0971880107,2
4785,006101351X,5
4785,0140293248,6
4785,0312291639,9
4794,0446310786,0
4795,0060392452,8
4795,0060930535,10
4795,0316666343,9
4795,0452282152,9
4802,0316666343,9
4821,0786868716,6
4854,0061009059,0
4896,0439064872,10
4896,043935806X,0
4896,059035342X,0
4900,0316776963,7
4929,0385492081,0
4938,006101351X,7
4938,0345313860,10
4938,0385492081,7
4938,0440220602,8
4938,0679781587,0
4954,0060976845,0
4958,067976402X,0
4973,0385484518,8
4999,1400034779,10
5003,0452282152,7
5037,0440211727,10
5037,0440213525,8
5037,0440214041,9
5037,0440221471,10
5037,0440226430,6
5037,0446608955,8
5048,0060392452,10
5048,0743237188,10
5049,0316666343,8
5091,0312195516,0
5100,0446606812,0
5126,0971880107,5
5170,0345378490,0
5207,0440241073,8
5207,059035342X,8
5264,0971880107,0
5268,0316601950,0
5296,0385265700,6
5331,0440213525,0
5331,0440225701,0
5331,044023722X,0
5333,0440213525,9
5351,0316666343,0
5358,0671027360,0
5385,0345370775,10
5418,0312305060,0
5439,0060928336,8
5439,0060938455,9
5439,0060976845,0
5439,0140293248,0
5439,0345342968,0
5439,0446672211,0
5471,0971880107,0
5476,0312278586,7
5476,0316096199,4
5476,0316666343,4
5476,0385504209,10
5476,0440225701,5
5476,0679781587,0
5483,0060502258,0
5483,0440214041,0
5483,0446364193,0
5483,0446608955,0
5483,0679781587,0
5490,0060930535,7
5490,0316284955,0
5506,0971880107,0
5539,0060928336,0
5539,0142001740,8
5539,0316284955,0
5539,0345339681,10
5539,0385720106,0
5543,0345370775,0
5543,0971880107,0
5559,0385504209,8
5581,0971880107,0
5582,014028009X,10
5582,0140293248,9
5582,0375727345,0
5582,0380789035,9
5582,044651652X,7
5582,0679781587,0
5585,0312291639,0
5600,0684872153,0
5604,0971880107,6
5609,0312195516,0
5609,0345313860,10
5609,0345337662,0
5609,0345351525,0
5609,044021145X,0
5635,044021145X,0
5638,006101351X,9
5680,0385722206,0
5709,0440211727,0
5722,0060930535,8
5722,0385504209,7
5727,0385504209,0
5737,0060928336,0
5737,0316776963,5
5737,059035342X,0
5742,0375727345,0
5760,0440234743,0
5768,0385265700,8
5772,0345351525,0
5774,0140293248,0
5782,0316284955,8
5815,0345417623,0
5815,0971880107,0
5850,0375706771,10
5855,0440214041,0
5866,0060502258,7
5899,0380789035,9
5902,0142001740,0
5903,0060930535,0
5903,0061009059,0
5903,0142001740,0
5903,0312195516,0
5903,0316096199,0
5903,0316666343,0
5903,0345443284,0
5903,0375726403,0
5903,0446605239,0
5903,0449212602,9
5903,0743418174,0
5903,0804106304,0
5903,080410753X,0
5916,0971880107,0
5932,0312291639,5
5942,0842329129,2
5956,0842329129,5
5975,0345337662,0
5975,0385484518,0
5990,0440221471,0
6007,0312305060,0
6011,0345353145,0
6015,0316284955,5
6018,0142000205,5
6073,0440211727,6
6073,0440214041,5
6073,0440226430,6
6074,0440226430,8
6074,0446610038,8
6095,0971880107,0
6102,0060938455,0
6115,0440224764,10
6120,0971880107,0
6140,0671021001,0
6238,0345361792,8
6242,0060934417,7
6242,0060987103,7
6242,0140293248,5
6242,0312195516,7
6242,0312291639,5
6242,0375707972,8
6242,0375726403,7
6242,067976402X,8
6242,068484477X,8
6251,0060392452,10
6251,0060930535,0
6251,0060938455,0
6251,0060976845,0
6251,0060987103,0
6251,0061009059,7
6251,006101351X,0
6251,0140293248,0
6251,0312195516,0
6251,0312278586,0
6251,0312291639,0
6251,0312305060,0
6251,0316284955,0
6251,0345337662,0
6251,0345351525,0
6251,0345370775,0
6251,0345417623,0
6251,0375725784,4
6251,0375727345,6
6251,0380731851,0
6251,0380789035,7
6251,0385484518,7
6251,0385492081,0
6251,0439064872,0
6251,043935806X,9
6251,0440206154,7
6251,044021145X,0
6251,0440221471,0
6251,0440222656,7
6251,0440224675,6
6251,0440224764,0
6251,0446672211,0
6251,0449212602,0
6251,0553572997,0
6251,059035342X,0
6251,0671021001,0
6251,0671510053,0
6251,067976402X,8
6251,0743418174,0
6251,0786868716,0
6251,0804106304,0
6251,080410753X,0
6251,0971880107,0
6251,1400034779,0
6285,067976402X,0
6306,0316666343,0
6308,0452282829,8
6323,0316096199,0
6323,0345313860,6
6323,0345337662,0
6323,0345351525,0
6323,0440213525,6
6323,0804106304,0
6333,0142001740,0
6345,0743418174,0
6347,0446605239,7
6348,0440241073,8
6349,0060928336,8
6368,0156027321,0
6368,0312291639,0
6392,067976402X,10
6394,0156027321,0
6431,043935806X,10
6431,0971880107,4
6450,0671510053,0
6452,0452282829,5
6492,0345361792,0
6501,0060976845,7
6501,0449212602,0
6501,0684872153,6
6507,0971880107,0
6535,0385504209,10
6537,0316284955,8
6537,0385722206,6
6537,0446672211,8
6543,0060987103,10
6543,0061009059,8
6543,014028009X,0
6543,0142000205,0
6543,0142001740,9
6543,0312195516,0
6543,0312278586,0
6543,0316666343,0
6543,0345342968,8
6543,0375725784,0
6543,0385504209,0
6543,0385722206,6
6543,0446610038,9
6543,0971880107,0
6563,0060928336,0
6563,0060976845,0
6563,0060987103,8
6563,0312278586,7
6563,0316096199,0
6563,0316666343,0
6563,0316776963,0
6563,0375725784,0
6563,0385335482,0
6563,0385484518,10
6563,0439064872,0
6563,043935806X,10
6563,0440211727,10
6563,0440213525,9
6563,0440214041,0
6563,0440226430,9
6563,0446608955,0
6563,0446672211,0
6563,059035342X,8
6563,0671021001,2
6563,0684872153,1
6563,0743418174,9
6563,0786868716,10
6566,1400034779,9
6575,0060502258,8
6575,0060928336,8
6575,0060934417,9
6575,0060938455,0
6575,0060976845,0
6575,0060987103,9
6575,0061009059,0
6575,014028009X,4
6575,0140293248,8
6575,0142001740,8
6575,0312195516,8
6575,0312278586,0
6575,0316601950,0
6575,0316666343,0
6575,0316776963,8
6575,0375700757,0
6575,0375706771,7
6575,0375707972,0
6575,0375725784,7
6575,0375727345,0
6575,0380789035,0
6575,0385265700,0
6575,0385335482,5
6575,0385484518,6
6575,0385504209,0
6575,0385720106,7
6575,0385722206,9
6575,043935806X,0
6575,0440213525,0
6575,0440214041,0
6575,0440222656,0
6575,0440226430,0
6575,0440236673,0
6575,0446606812,2
6575,0446672211,8
6575,0452282152,6
6575,0452282829,0
6575,0553279912,7
6575,0671003755,0
6575,0671510053,0
6575,067976402X,7
6575,0679781587,9
6575,068484477X,0
6575,0743237188,0
6575,0743418174,0
6575,0804106304,9
6575,080410753X,8
6575,1400034779,9
6577,044023722X,0
6577,0452282829,0
6577,067976402X,9
6577,0743237188,9
6582,0380731851,0
6592,0440222656,8
6611,0842329129,9
6637,0142001740,10
6642,0449212602,0
6652,080410753X,7
6669,0671510053,0
6670,006101351X,8
6679,0312195516,10
6679,0446672211,9
6698,0345378490,0
6704,0142001740,10
6764,0375727345,8
6772,0440206154,8
6772,0446605239,5
6772,0684872153,8
6778,0316666343,8
6789,0060502258,7
6789,0142000205,0
6789,0375700757,10
6789,0440226430,3
6789,0743237188,0
6795,0440234743,0
6796,0446672211,0
6815,0385504209,10
6866,0440225701,7
6867,0440211727,0
6871,0440211727,4
6884,0380789035,8
6894,0440220602,0
6900,0312305060,0
6900,0316284955,10
6900,0345361792,0
6900,0375727345,0
6900,044023722X,0
6900,044651652X,0
6900,0446672211,0
6900,0553279912,0
6900,059035342X,0
6924,0060934417,7
6991,0446605239,9
7033,0060928336,9
7037,0671510053,8
7072,059035342X,7
7078,0375726403,8
7082,0061009059,8
7105,0142001740,7
7105,0971880107,6
7107,0060928336,8
7119,067976402X,9
7125,0060930535,8
7125,0060976845,0
7125,0140293248,6
7125,0156027321,0
7125,0316776963,0
7125,0375727345,7
7125,044023722X,0
7125,0671003755,0
7125,0743418174,8
7125,0786868716,10
7125,0971880107,0
7125,1400034779,0
7134,0312195516,9
7134,1400034779,7
7158,0060976845,0
7158,0142000205,9
7158,0312305060,0
7158,0316096199,0
7158,0316666343,0
7158,0345378490,0
7158,0375707972,0
7158,0446605239,10
7158,0446608955,9
7158,0446672211,8
7158,0452282829,0
7158,0671003755,0
7158,0671510053,9
7158,0743418174,0
7158,0971880107,0
7160,0446606812,9
7210,0060938455,0
7228,0446672211,8
7246,0385504209,0
7248,0060502258,0
7248,0440213525,10
7283,0060934417,10
7283,0060987103,9
7283,014028009X,0
7283,0142001740,0
7283,0156027321,0
7283,0312195516,0
7283,0312278586,9
7283,0316666343,0
7283,0375707972,10
7283,0375725784,0
7283,0385504209,9
7283,0385722206,10
7283,044023722X,10
7283,0671003755,0
7283,0743418174,8
7283,0786868716,0
7286,0060928336,0
7286,0345342968,10
7286,0385722206,0
7286,0679781587,0
7286,0971880107,0
7287,0452282829,0
7301,0140293248,10
7306,0060930535,7
7312,0440221471,0
7318,0060976845,0
7346,0060928336,0
7346,0060930535,0
7346,0060934417,0
7346,0060987103,7
7346,0061009059,0
7346,006101351X,0
7346,0140293248,0
7346,0312291639,0
7346,0316096199,8
7346,0316666343,0
7346,0316769487,0
7346,0345337662,0
7346,0345361792,9
7346,0345370775,8
7346,0345417623,0
7346,0375700757,0
7346,0375706771,0
7346,0375726403,8
7346,0375727345,0
7346,0380789035,0
7346,0385335482,0
7346,0385492081,0
7346,0440214041,0
7346,0440221471,9
7346,044022165X,0
7346,0440222656,0
7346,0440225701,10
7346,0440234743,9
7346,0440236673,8
7346,0440241073,8
7346,0446310786,0
7346,0446364193,0
7346,0446605239,0
7346,0446672211,0
7346,0671510053,0
7346,067976402X,0
7346,068484477X,0
7346,0684872153,7
7346,0743418174,0
7346,0786868716,7
7346,0804106304,9
7346,080410753X,8
7348,0440236673,0
7352,0440225701,0
7352,0440234743,8
7378,0312195516,0
7409,0446310786,8
7424,0316666343,7
7426,0971880107,0
7482,059035342X,8
7507,0684872153,8
7509,0385720106,0
7509,0671003755,0
7515,0971880107,0
7524,0385722206,8
7557,0345342968,8
7569,006101351X,0
7569,0440222656,0
7620,0060938455,0
7620,0312195516,10
7620,0345370775,0
7620,044021145X,0
7620,0440211727,7
7620,0440221471,7
7620,044022165X,8
7620,068484477X,6
7634,0385722206,8
7651,0316769487,3
7736,0804106304,0
7809,059035342X,8
7820,0743418174,8
7841,0060987103,9
7841,0316769487,7
7841,0446310786,5
7856,0804106304,8
7860,0440214041,8
7860,0440222656,0
7860,0440225701,0
7860,0446672211,8
7864,0345361792,7
7864,0971880107,0
7874,0142001740,9
7887,0345370775,0
7887,0440214041,0
7887,0684872153,10
7890,0743418174,0
7898,0440213525,0
7909,0452282829,4
7915,0060928336,0
7915,0060934417,0
7915,0061009059,8
7915,0312195516,10
7915,0312291639,0
7915,0375706771,8
7915,0385504209,10
7915,0440226430,7
7915,0446605239,0
7915,0446672211,0
7915,0452282152,9
7915,0671003755,0
7915,067976402X,0
7915,0679781587,0
7915,0684872153,0
7915,0743237188,0
7915,0786868716,10
7930,0446610038,0
7934,0060930535,0
7958,0345342968,0
7958,0345378490,0
7958,0385722206,0
7958,043935806X,0
7958,0804106304,10
7958,080410753X,9
8006,0385504209,9
8018,0553279912,9
8019,0345378490,0
8019,0440220602,7
8019,0440222656,0
8027,0385720106,0
8040,0385504209,0
8047,0743237188,9
8066,0060502258,9
8066,0142001740,10
8066,0156027321,9
8066,0385265700,0
8066,0385504209,0
8066,0440220602,0
8066,044023722X,7
8066,0446672211,7
8066,0452282152,0
8066,0743418174,8
8066,1400034779,0
8067,0061009059,10
8067,014028009X,5
8067,0140293248,0
8067,0446606812,8
8086,0060928336,10
8089,0440222656,10
8115,0446310786,8
8141,0446364193,8
8154,0440241073,8
8187,0380731851,8
8188,0060938455,9
8188,0684872153,10
8220,0446672211,10
8234,0060502258,0
8234,0316601950,8
8234,044651652X,5
8240,0440224675,8
8245,0156027321,9
8245,0312195516,9
8245,0375727345,0
8245,0385492081,0
8245,0385720106,0
8245,0385722206,7
8245,0439064872,8
8245,044021145X,9
8245,0440222656,0
8245,0440224764,8
8245,0452282152,10
8245,0452282829,6
8245,068484477X,0
8245,0786868716,0
8250,0316601950,0
8253,0060928336,10
8253,0060930535,10
8253,0312195516,0
8253,0312278586,0
8253,0316601950,9
8253,0316666343,10
8253,0345351525,0
8253,0375706771,0
8253,0375726403,7
8253,0385504209,0
8253,044021145X,9
8253,0446310786,10
8253,0446610038,0
8253,0449212602,10
8253,0452282829,0
8253,0553279912,0
8253,0671021001,10
8253,067976402X,10
8253,0679781587,10
8253,068484477X,0
8253,0743237188,0
8253,0743418174,0
8253,0804106304,0
8255,0156027321,8
8268,0312278586,7
8284,0440224764,0
8290,067976402X,10
8309,0440236673,8
8314,0380731851,0
8361,0971880107,2
8362,0142001740,0
8362,0312278586,0
8362,0316601950,0
8362,044021145X,0
8362,0440211727,0
8362,0440220602,0
8362,0446310786,0
8362,0446364193,0
8362,0452282829,8
8362,0671003755,0
8362,080410753X,9
8370,0449212602,9
8453,0679781587,8
8453,0971880107,3
8454,0060987103,10
8454,0140293248,7
8454,0142000205,7
8454,0142001740,9
8454,0156027321,9
8454,0316601950,9
8454,0375707972,0
8454,0385720106,6
8454,0679781587,10
8454,0743418174,8
8487,0345378490,0
8487,0440213525,0
